1586923200,105.48
1587009600,103.27
1587096000,102.55
1587182400,99.87
1587268800,101.69
1587355200,99.97
1587441600,102.54
1587528000,95.87
1587614400,96.44
1587700800,94.66
1587787200,88.25
1587873600,90.54
1587960000,91.7
1588046400,95.82
1588132800,95.17
1588219200,105.52
1588305600,98.41
1588392000,95.33
1588478400,95.9
1588564800,102.41
1588651200,100.06
1588737600,95.23
1588824000,96.42
1588910400,94.15
1588996800,93.85
1589083200,112.85
1589169600,111.55
1589256000,96.94
1589342400,96.77
1589428800,99.58
1589515200,101.44
1589601600,91.65
1589688000,97.52
1589774400,99.74
1589860800,95.95
1589947200,88.99
1590033600,89.65
1590120000,90.15
1590206400,85.86
1590292800,87.3
1591243200,82.06
1591329600,74.73
1591416000,74.33
1591502400,74.62
1591588800,72.71
1591675200,72.65
1591761600,75.9
1591848000,79.15
1591934400,73.57
1592020800,72.39
1592107200,73.83
1592193600,77.4
1592280000,76.06
1592366400,74.96
1592452800,73.63
1592539200,70.95
1592712000,70.81
1592798400,69.03
1592884800,69.85
1592971200,73.68
1593057600,70.91
1593144000,64.8
1593230400,60.71
1593316800,57.39
1593403200,56.49
1593489600,55.44
1593576000,55.31
1593662400,54.82
1593748800,49.87
1593835200,52
1593921600,55.99
1594008000,59.05
1594094400,61.7
1594180800,63.89
1594267200,66.29
1594353600,60.87
1594440000,62.78
1594526400,63.41
1594612800,65.95
1594699200,62.35
1594785600,63.78
1594872000,63.33
1594958400,59.2
1595044800,58.74
1595131200,61.02
1595217600,59.16
1595304000,61.27
1595390400,60.87
1595476800,68.74
1595563200,63.86
1595649600,64.35
1595736000,63.86
1595822400,76.19
1595908800,71.97
1595995200,71.47
1596081600,76.94
1596168000,81.91
1596254400,84.91
1596340800,109.2
1596427200,97.96
1596513600,96.01
1596600000,97.29
1596686400,96.05
1596772800,95.9
1596859200,93.13
1596945600,90.37
1597032000,91.7
1597118400,91.83
1597204800,87.62
1597291200,84.81
1597377600,109.82
1597464000,108.14
1597550400,112.51
1597636800,113.02
1597723200,111.37
1597809600,102.34
1597896000,96.03
1597982400,95.16
1598068800,104.66
1598155200,102.8
1598241600,96.01
1598328000,96.61
1598414400,94.68
1598500800,90.72
1598587200,86.79
1598673600,84.19
1598760000,78.68
1598846400,83.22
1598932800,97.83
1599019200,85.82
1599105600,89.72
1599192000,90.01
1599278400,101.62
1599364800,106.03
1599451200,108.39
1599537600,114.13
1599624000,110.18
1599710400,103.8
1599796800,101.73
1599883200,87.92
1599969600,90.49
1600056000,86.75
1600142400,89.16
1600228800,85.86
1600315200,82.22
1600401600,74.33
1600488000,72.55
1600574400,69.71
1600660800,81.46
1600747200,80.86
1600833600,74.93
1600920000,81.8
1601006400,65.44
1601092800,66.87
1601179200,67.78
1601265600,68.13
1601352000,66.01
1601438400,65.84
1601524800,70.88
1601611200,69.48
1601697600,67.68
1601784000,68.43
1601870400,72.12
1601956800,70.77
1602043200,72.7
1602129600,72.09
1602216000,70.22
1602302400,71.27
1602388800,71.46
1602475200,72.41
1602561600,79.16
1602648000,76.83
1602734400,74.52
1602820800,72.93
1602907200,67.64
1602993600,65.71
1603080000,66.26
1603166400,66.9
1603252800,76.75
1603339200,79.84
1603425600,76.46
1603512000,74.08
1603598400,73.57
1603684800,67.47
1603771200,71.9
1603857600,74.25
1603944000,71.75
1604030400,67.38
1604116800,70.23
1604203200,72.03
1604293200,73.93
1604379600,73.66
1604466000,70.7
1604552400,77.74
1604638800,85.43
1604725200,86.39
1604811600,86.16
1604898000,82.75
1604984400,78.48
1605070800,79.78
1605157200,77.52
1605243600,78.98
1605330000,81.55
1605416400,79.1
1605502800,78.09
1605589200,82.75
1605675600,89.25
1605762000,85.35
1605848400,95.99
1605934800,103.16
1606021200,109.78
1606107600,120.69
1606194000,118.7
1606280400,114.48
1606366800,101.46
1606453200,103.29
1606539600,99.19
1606626000,95.87
1606712400,110.86
1606798800,107.78
1606885200,105.16
1606971600,101.81
1607058000,100.38
1607144400,99.67
1607230800,98.08
1607317200,95.82
1607403600,93.44
1607490000,92.85
1607576400,90.83
1607662800,93.3
1607749200,89.55
1607835600,95
1607922000,92.1
1608008400,88.44
1608094800,93.59
1608181200,111.66
1608267600,101.31
1608354000,100.8
1608440400,100.35
1608526800,99.22
1608613200,100.89
1608699600,102.2
1608786000,100.26
1608872400,96.48
1608958800,98.58
1609045200,105.24
