time,volatility
1699765200.0,46.1314767080953
1699678800.0,47.16638106446421
1699592400.0,47.43569652827912
1699506000.0,47.881080515518406
1699419600.0,50.08599561498059
1699333200.0,50.61572871171516
1699246800.0,50.39110771502071
1699156800.0,50.4674735811694
1699070400.0,50.122518687995544
1698984000.0,49.10149595021292
1698897600.0,48.304101470961484
1698811200.0,48.404851198636955
1698724800.0,48.269799962471154
1698638400.0,47.574730943446205
1698552000.0,46.64410873999859
1698465600.0,46.32389710366592
1698379200.0,44.850931300963595
1698292800.0,43.96581752817865
1698206400.0,44.27471408562287
1698120000.0,43.719920035891505
1698033600.0,43.20177554533633
1697947200.0,39.828250436513535
1697860800.0,39.93970601395961
1697774400.0,39.495380411161335
1697688000.0,39.37920322788766
1697601600.0,39.706553734023174
1697515200.0,40.71659528092725
1697428800.0,40.48228996500172
1697342400.0,40.64668927355926
1697256000.0,40.139970090182224
1697169600.0,40.46311977928395
1697083200.0,39.87128134924415
1696996800.0,39.77255015295991
1696910400.0,39.803354514056934
1696824000.0,39.21012087083981
1696737600.0,37.567458726960034
1696651200.0,37.12785245771631
1696564800.0,35.904196719040485
1696478400.0,32.449281951935404
1696392000.0,31.958544769534175
1696305600.0,31.73566587517006
1696219200.0,31.1562974940968
1696132800.0,31.162933540820344
1696046400.0,30.972994744062518
1695960000.0,31.418817250663132
1695873600.0,31.80625241803135
1695787200.0,32.97344251256958
1695700800.0,33.060937918562054
1695614400.0,32.671582755516354
1695528000.0,32.444102924386875
1695441600.0,32.28071714630488
1695355200.0,32.53122164246942
1695268800.0,31.82239034394711
1695182400.0,31.817563079060477
1695096000.0,31.836054689251327
1695009600.0,31.28538386559174
1694923200.0,31.418432171657823
1694836800.0,32.42428529829151
1694750400.0,32.15431027827842
1694664000.0,34.48989068926268
1694577600.0,32.839338341082346
1694491200.0,32.8759076312029
1694404800.0,32.22056319366159
1694318400.0,32.00840093946441
1694232000.0,31.536055846918245
1694145600.0,32.27292316261773
1694059200.0,33.37011558319442
1693972800.0,33.496580698745504
1693886400.0,33.65902406318384
1693800000.0,34.055445811052934
1693713600.0,34.06950955514524
1693627200.0,42.78880467560283
1693540800.0,42.65673427427142
1693454400.0,42.320751152704275
1693368000.0,42.15281308375162
1693281600.0,42.16018815259122
1693195200.0,41.86366630896378
1693108800.0,41.727634732963494
1693022400.0,41.20920784291713
1692936000.0,40.66409184340074
1692849600.0,39.53003038579539
1692763200.0,39.53369550355432
1692676800.0,39.59418127109012
1692590400.0,39.50250418837656
1692504000.0,39.481544294167406
1692417600.0,39.11645638980608
1692331200.0,39.17254532577043
1692244800.0,39.425849326192605
1692158400.0,39.65595222028497
1692072000.0,39.83671493068253
1691985600.0,39.35911973636097
1691899200.0,38.48735521039709
1691812800.0,38.418911309589426
1691726400.0,35.35908393589194
1691640000.0,35.27325963507586
1691553600.0,35.61143620239403
1691467200.0,35.922242592051695
1691380800.0,35.85059191935765
1691294400.0,35.60765210729484
1691208000.0,35.28991676634452
1691121600.0,34.327194475095865
1691035200.0,34.389092784904435
1690948800.0,34.74553358919191
1690862400.0,34.44686427851759
1690776000.0,34.12479231254665
1690689600.0,23.941347730202114
1690603200.0,26.74156864794148
1690516800.0,26.926266660337014
1690430400.0,26.996615114293014
1690344000.0,27.435794291773792
1690257600.0,27.650836545597116
1690171200.0,27.791788495421336
1690084800.0,27.81147190407751
1689998400.0,29.092723018615004
1689912000.0,29.17434426742157
1689825600.0,29.168385874106576
1689739200.0,29.481331173595162
1689652800.0,29.862794658332117
1689566400.0,29.745244036777777
1689480000.0,32.819090672590654
1689393600.0,33.11990533357613
1689307200.0,33.005476113195975
1689220800.0,33.60159438484868
1689134400.0,34.75120379656296
1689048000.0,35.09927060632299
1688961600.0,35.44038751106175
1688875200.0,36.29372838277242
1688788800.0,36.733248508638226
1688702400.0,37.80555705960572
1688616000.0,38.06382204705175
1688529600.0,38.09105016823703
1688443200.0,38.054621258636836
1688356800.0,38.58709175599059
1688270400.0,38.6866614281067
1688184000.0,38.76531827393162
1688097600.0,42.462976451768924
1688011200.0,42.170117277412736
1687924800.0,42.32596984696653
1687838400.0,42.55816960877331
1687752000.0,42.698956647533315
1687665600.0,41.58495865836541
1687579200.0,41.53864339768142
1687492800.0,42.11437438153101
1687406400.0,42.48822638103555
1687320000.0,43.21403128470236
1687233600.0,43.240032753055544
1687147200.0,43.17515886473549
1687060800.0,42.48151823703101
1686974400.0,42.4209338619748
1686888000.0,42.561788803414075
1686801600.0,42.556174495399304
1686715200.0,42.35997462218237
1686628800.0,43.00237616384228
1686542400.0,40.82233730876657
1686456000.0,40.54805309612141
1686369600.0,40.48614723612462
1686283200.0,40.213595630837126
1686196800.0,39.58486095767312
1686110400.0,39.84819157990386
1686024000.0,40.047657652222306
1685937600.0,39.72946984219894
1685851200.0,39.706295152018434
1685764800.0,39.01629446932411
1685678400.0,38.8260987088294
1685592000.0,39.115049978930976
1685505600.0,39.67143416751475
1685419200.0,40.2596212346992
1685332800.0,39.714821284372384
1685246400.0,40.074129018421
1685160000.0,34.04093278637702
1685073600.0,34.52744074085005
1684987200.0,34.817651893926225
