time,volatility
1720152000.0,51.47656778771769
1720065600.0,51.03666311181168
1719979200.0,52.08349537552982
1719892800.0,51.29307466651648
1719806400.0,50.3883824816815
1719720000.0,51.358223780312585
1719633600.0,51.19982317678269
1719547200.0,52.46728426078367
1719460800.0,52.27564649092168
1719374400.0,51.752038246018834
1719288000.0,50.89621480221527
1719201600.0,50.11474244701768
1719115200.0,49.9718185383428
1719028800.0,49.3571425844443
1718942400.0,49.038761521242485
1718856000.0,48.50526235867193
1718769600.0,48.28797537123316
1718683200.0,47.86944838665384
1718596800.0,46.57869895749833
1718510400.0,43.14934463908515
1718424000.0,42.20776552395866
1718337600.0,42.28924282077539
1718251200.0,42.77129573909255
1718164800.0,42.41212416071339
1718078400.0,43.20831208292526
1717992000.0,43.293769919423546
1717905600.0,44.0571564886232
1717819200.0,46.437094268230815
1717732800.0,46.81457660444457
1717646400.0,46.82335685798668
1717560000.0,57.491512326321725
1717473600.0,57.71861931519362
1717387200.0,57.060361300044804
1717300800.0,57.46145149241998
1717214400.0,57.52186936652207
1717128000.0,57.659522141544514
1717041600.0,56.705876407939094
1716955200.0,57.12670692749474
1716868800.0,57.23065820287829
1716782400.0,56.19984806519703
1716696000.0,56.63302906289273
1716609600.0,55.59952036104073
1716523200.0,55.537450274666114
1716436800.0,55.8913514110174
1716350400.0,56.94495204806854
1716264000.0,57.20559354160439
1716177600.0,57.3056664341787
1716091200.0,57.88107344006835
1716004800.0,57.969868728469265
1715918400.0,60.3729302134109
1715832000.0,61.66406586922227
1715745600.0,62.6126809952663
1715659200.0,63.21122820884913
1715572800.0,63.995132330746955
1715486400.0,63.882736537572185
1715400000.0,64.18668650789303
1715313600.0,64.44864446323054
1715227200.0,64.42916882765437
1715140800.0,64.17463033173419
1715054400.0,64.2030824888506
1714968000.0,64.2507073885444
1714881600.0,63.40413755354806
1714795200.0,64.4323085737295
1714708800.0,64.7197372031134
1714622400.0,56.429458799545365
1714536000.0,58.69992437731367
1714449600.0,60.20720166575469
1714363200.0,65.79398346890643
1714276800.0,68.10424992667939
1714190400.0,68.15737074249255
1714104000.0,68.923441527036
1714017600.0,69.12885330835962
1713931200.0,70.33970733667863
1713844800.0,70.46941911175736
1713758400.0,69.89069692759777
1713672000.0,69.85568955899294
1713585600.0,70.11244047236463
1713499200.0,70.23518094817511
1713412800.0,70.0251829455028
1713326400.0,71.78314593459754
1713240000.0,71.57758633142844
1713153600.0,71.12030708829536
1713067200.0,71.31308071678136
1712980800.0,69.41995579291583
1712894400.0,68.58958928043172
1712808000.0,67.98758562601252
1712721600.0,68.19766320101193
1712635200.0,67.60082165967722
1712548800.0,67.86714223491218
1712462400.0,68.9450272929941
1712376000.0,69.5655303887254
1712289600.0,72.74358235284788
1712203200.0,76.28135364220546
1712116800.0,77.07626154215406
1712030400.0,78.18348991760809
1711944000.0,77.7081422717656
1711857600.0,78.57702810359034
1711771200.0,79.40087525538974
1711684800.0,78.80826492372167
1711598400.0,77.5516992057828
1711512000.0,77.2706918777911
1711425600.0,72.37939616440273
1711339200.0,70.08919810998812
1711252800.0,70.25253977111868
1711166400.0,69.99074227927048
1711080000.0,71.06830564473503
1710993600.0,75.54100010649063
1710907200.0,76.24882281556411
1710820800.0,76.36086278274352
1710734400.0,76.23799576111867
1710648000.0,76.12315528316944
1710561600.0,76.4455354672041
1710475200.0,77.73803390011676
1710388800.0,76.49583271473912
1710302400.0,76.88049780105258
1710216000.0,76.80268976090379
1710129600.0,76.46658060871293
1710046800.0,76.7372999739184
1709960400.0,76.83151709369155
1709874000.0,77.23764649896317
1709787600.0,77.64826465740967
1709701200.0,77.6513308611738
1709614800.0,77.4374610751104
1709528400.0,76.22565417785431
1709442000.0,75.54589644082185
1709355600.0,72.72553651211103
1709269200.0,69.71154689079339
1709182800.0,68.92156665468113
1709096400.0,68.7062595971926
1709010000.0,67.27105677791477
1708923600.0,65.14548654552863
1708837200.0,62.83084626830762
1708750800.0,62.72727769900912
1708664400.0,62.26180841367435
1708578000.0,61.37610365612654
1708491600.0,60.75475341841297
1708405200.0,60.89565163552073
1708318800.0,60.2564019449948
1708232400.0,59.74821482976075
1708146000.0,58.66328952996847
1708059600.0,51.074910987910854
1707973200.0,50.28652174478964
1707886800.0,50.309770396024675
1707800400.0,50.25686826218694
1707714000.0,49.63122252792271
1707627600.0,48.818671829603474
1707541200.0,46.29465133075319
1707454800.0,46.371655702281835
1707368400.0,47.30785160759822
1707282000.0,47.843086450175704
1707195600.0,47.79225700038166
1707109200.0,47.23434983165972
1707022800.0,47.0464977859858
1706936400.0,46.48297100515526
1706850000.0,44.600947465589755
1706763600.0,44.48190836042091
1706677200.0,44.31317001922538
1706590800.0,44.59641448284358
1706504400.0,44.2026942963255
1706418000.0,45.49436879796527
1706331600.0,46.10227977424242
1706245200.0,49.496567441858055
1706158800.0,50.601948597533955
1706072400.0,51.61619150474879
1705986000.0,51.95362776185038
1705899600.0,51.63367913522444
1705813200.0,51.73485865664038
1705726800.0,51.87090229136594
1705640400.0,54.17295277848619
1705554000.0,54.620609369180144
1705467600.0,54.7897761875156
1705381200.0,54.95971731891278
1705294800.0,54.908403838170805
1705208400.0,55.81203382120301
1705122000.0,55.263207151122764
1705035600.0,56.08704783137761
1704949200.0,55.9966508360816
1704862800.0,56.263078957634676
1704776400.0,56.2238830437279
1704690000.0,55.892143311451115
1704603600.0,56.38001226027076
1704517200.0,56.64592593471725
1704430800.0,55.33141422662508
1704344400.0,55.64513806803554
1704258000.0,56.40492808928173
1704171600.0,56.80035351337058
1704085200.0,56.102864919453715
1703998800.0,55.809726027693635
1703912400.0,56.322663270111136
1703826000.0,56.554630188341214
1703739600.0,56.967139011578574
1703653200.0,56.69738913285511
1703566800.0,58.737476899862806
1703480400.0,57.35144670218259
1703394000.0,55.991385908165014
1703307600.0,53.544649687317076
1703221200.0,51.47207672109565
1703134800.0,51.594404878219265
1703048400.0,51.51510943538199
1702962000.0,51.89399658950807
1702875600.0,51.85440267980972
1702789200.0,51.58913012014979
1702702800.0,49.46306272934481
1702616400.0,49.035761721825494
1702530000.0,48.97648268992058
1702443600.0,49.302374044719585
1702357200.0,49.44765006178708
1702270800.0,48.22868810565162
1702184400.0,48.16006637159259
1702098000.0,46.926641780681976
1702011600.0,47.11291145095483
1701925200.0,47.92775239458188
1701838800.0,48.84989599782993
1701752400.0,48.940958710721254
1701666000.0,48.1570444242408
1701579600.0,48.128538503525135
1701493200.0,48.38493441433402
1701406800.0,47.71451463182466
1701320400.0,48.228407355072314
1701234000.0,48.69837589973404
1701147600.0,48.882244692678185
1701061200.0,49.09663921372564
1700974800.0,48.89804890789774
1700888400.0,51.28954852454042
1700802000.0,50.629988170684854
1700715600.0,50.70541504584339
1700629200.0,48.41283461292019
1700542800.0,48.79027740621658
1700456400.0,48.786732730729035
1700370000.0,47.720984596524566
1700283600.0,47.616592608271866
1700197200.0,47.079839306419686
1700110800.0,46.73643044714229
1700024400.0,46.81259983559079
1699938000.0,46.40443221129731
1699851600.0,46.176442182374615
